asset_name,2023-12-01,2023-12-04,2023-12-05,2023-12-06,2023-12-07,2023-12-08,2023-12-11,2023-12-12,2023-12-13,2023-12-14,2023-12-15,2023-12-18,2023-12-19,2023-12-20,2023-12-21,2023-12-22,2023-12-26,2023-12-27,2023-12-28,2023-12-29,2024-01-02,2024-01-03,2024-01-04,2024-01-05,2024-01-08,2024-01-09,2024-01-10,2024-01-11,2024-01-12,2024-01-16,2024-01-17,2024-01-18,2024-01-19,2024-01-22,2024-01-23,2024-01-24,2024-01-25,2024-01-26,2024-01-29,2024-01-30,2024-01-31,2024-02-01,2024-02-02,2024-02-05,2024-02-06,2024-02-07,2024-02-08,2024-02-09,2024-02-12,2024-02-13,2024-02-14,2024-02-15,2024-02-16,2024-02-20,2024-02-21,2024-02-22,2024-02-23,2024-02-26,2024-02-27,2024-02-28,2024-02-29
NETAPP INC,-0.001204,-0.010627,0.00299,-0.013027,-0.003579,0.00348,0.004027,-0.01727,0.015193,-0.003686,-0.003251,0.008772,0.010368,-0.018758,0.006972,-0.001675,-0.000224,-0.008727,-0.004402,-0.000567,-0.022119,0.00116,0.002897,-0.011504,0.010697,0.001047,0.006855,0.003346,-0.00322,-0.008192,-0.006166,0.012057,0.015614,0.009225,-0.005191,0.006012,0.006201,-0.013223,0.004883,0.005198,-0.019674,0.002867,0.00446,-0.007286,0.004587,-0.004224,0.019374,0.010459,0.009015,-0.037723,0.005961,-0.005583,-0.017876,-0.002917,-0.010063,0.016903,0.015925,0.000343,-0.002974,0.009866,0.012382
WALGREENS BOOTS ALLIANCE INC,0.042628,0.0,-0.013468,0.042418,0.071562,0.010912,-0.006908,-0.003043,0.074139,0.020707,0.002387,-0.00873,0.042034,-0.024203,0.025984,0.00614,0.014874,0.001127,-0.001501,-0.018421,0.020682,-0.040525,-0.051232,0.030915,0.02479,-0.010535,-0.026814,-0.026337,-0.031627,-0.01719,-0.030608,-0.000902,-0.006772,0.025455,0.000887,-0.0093,0.03308,-0.011251,-0.005689,0.001761,-0.008348,0.030129,-0.026237,-0.021201,0.04287,-0.012981,-0.011837,-0.01331,0.017536,-0.047724,-0.000464,0.034819,-0.002692,0.015014,-0.025101,-0.008276,0.007418,-0.034054,0.030491,-0.021729,0.004726
LABORATORY CORP AMERICA HLDGS,0.009497,0.013838,-0.022432,0.003917,-0.001102,-0.004733,-0.002078,0.006477,0.018019,0.007179,-0.01596,0.001959,0.018733,-0.017228,0.008901,0.008418,0.005937,0.005813,0.001765,0.001013,0.023186,-0.025198,-0.006528,0.000888,0.002529,0.009735,-0.012358,-0.010649,0.002287,-0.007652,0.005546,0.019372,-0.005147,-0.00168,0.004075,-0.014734,0.014775,-0.007633,0.00987,-0.003478,-0.017893,0.008952,-0.012261,-0.008576,0.01202,0.006433,-0.004068,-0.000943,0.021834,-0.018114,0.021403,-0.026215,-0.024715,-0.004477,0.010479,-0.000734,0.006383,-0.013552,0.001021,-0.004126,0.004795
EXPEDIA GROUP INC,0.022984,0.003661,-0.010156,0.004335,0.033453,0.012879,0.019519,-0.023325,0.000138,0.01332,-0.005721,0.016987,0.020543,-0.020195,0.040819,0.005113,-0.013972,0.000718,0.000196,-0.009721,-0.019962,-0.025343,-0.001172,0.010358,0.022963,0.020377,-0.005762,-0.004281,-0.01713,0.000269,-0.009082,0.01127,-0.002618,-0.019587,0.019497,0.000471,0.025106,-0.002429,0.013493,-0.014677,-0.022344,0.021506,-0.003102,0.004369,0.013117,0.004424,0.032971,-0.177839,0.018992,0.009281,-0.000148,0.027518,-0.023677,0.005471,-0.009927,0.033125,-0.020129,-0.009905,0.009559,-0.005211,0.009518
CINCINNATI FINANCIAL CORP,-0.001362,0.010911,-0.005782,-0.015799,0.010538,0.001852,0.010798,0.006929,0.012903,-0.009813,-0.023442,0.002049,0.003826,-0.013193,0.008616,0.0,0.006873,0.00195,0.006229,0.000677,0.023391,-0.006045,0.012923,0.007129,0.001211,-0.009117,0.008544,0.007913,-0.008313,-0.000745,9.3e-05,0.00904,0.027893,0.00593,-0.001786,0.010738,-0.005755,-0.000801,-0.002495,0.000893,-0.010979,-0.002076,0.014923,-0.00401,0.002953,-0.045228,0.005326,0.011989,0.015061,-0.008233,0.012042,0.01325,-0.004893,-0.008225,0.002794,0.00773,0.006244,-0.005053,0.009622,0.003353,0.002639
IDEX CORP,0.006743,0.005713,-0.012782,0.014882,0.004937,-0.003697,0.014841,-0.001539,0.006167,0.029161,-0.016657,0.002744,0.007125,-0.005997,0.009191,0.001261,0.001866,0.004702,0.005885,0.00023,-0.009488,-0.012881,-0.005182,0.0,-0.001705,-0.003985,-0.001714,-0.001908,-0.008007,-0.00551,-0.003548,0.001414,0.008328,0.001932,0.008581,-0.016872,0.010161,0.006593,0.014344,0.007165,-0.010156,0.04104,0.002453,-0.011327,0.00307,0.016127,0.015331,0.010495,-0.00539,-0.011896,0.012262,0.002907,-0.000922,0.012661,0.013371,0.007283,0.008166,-0.004176,-4.2e-05,0.002669,-0.003296
WESTLAKE CORP,0.032557,-0.001433,-0.017299,-0.004382,0.000154,-0.002239,0.002863,-0.020984,0.044444,0.05455,0.002361,0.001927,0.015245,-0.014525,0.002563,0.00206,0.01134,-0.001682,-0.011092,-0.00646,0.005644,-0.017904,-0.010417,0.011039,-0.001663,-0.021728,0.002591,-0.002806,-0.003184,0.003046,-0.011184,0.020673,0.016218,0.009099,0.005224,-0.027266,0.012734,0.020306,-7.1e-05,0.0034,-0.023366,0.010698,-0.009226,-0.002382,0.008321,0.011409,0.013125,-0.004762,0.012806,-0.029248,0.010449,0.021673,-0.000693,-0.078668,0.020104,0.037644,-0.02696,0.004606,-0.000873,-0.006652,0.020752
FACTSET RESEARCH SYSTEMS INC,0.003771,-0.001911,-0.017169,-0.006629,-0.003156,0.003958,0.011827,0.009039,0.012754,-0.01085,0.00652,0.003326,-0.02144,0.00818,0.039485,-0.002233,0.006778,0.004023,0.005441,0.000545,-0.029997,-0.017332,0.007565,-0.003449,0.004775,-0.009264,0.018173,0.004732,0.003441,-0.009281,-0.008243,0.006021,0.004922,0.009321,0.006713,-0.000127,0.000488,-0.00087,0.004313,0.013835,-0.006928,0.018175,0.00454,-0.019249,2.1e-05,0.011835,-0.026912,0.016019,-0.013338,-0.016744,-0.003345,0.004851,-0.012068,-0.003403,-0.007683,0.012176,0.010025,-0.009494,0.00538,0.011765,-0.007318
EPAM SYSTEMS INC,0.002711,0.009927,-0.023445,0.013708,0.021365,0.015661,0.024656,0.003708,0.012349,0.042604,0.005524,0.024841,-0.016481,-0.016249,0.012732,0.008121,0.014729,-0.001827,-0.005724,-0.004853,-0.020583,-0.029394,0.026781,-0.004755,0.029739,0.004404,0.002979,0.0002,0.026794,-0.024567,-0.019223,0.017391,0.001669,-0.003966,-0.002409,-0.032807,-0.011098,0.011328,0.006658,-0.025458,-0.016897,0.02686,0.016598,-0.004581,0.000554,-0.011966,0.00518,-0.003134,0.015685,-0.062216,0.020061,0.082908,0.03579,-0.04542,0.003425,0.019074,-0.008965,0.002021,0.01531,-0.004983,-0.003633
OMNICOM GROUP INC,0.014635,0.00709,-0.012016,0.006757,0.00183,-0.001949,0.025751,-0.001071,-0.000357,0.029787,0.004281,-0.00553,0.004171,-0.01096,0.01633,-0.00405,0.007203,-0.000692,0.001039,-0.002537,0.008554,-0.025903,0.001177,0.009284,0.027247,0.001927,-0.00181,0.010427,-0.004375,-0.003605,-0.008933,0.003309,-0.000682,0.010241,0.007997,-0.003799,0.020527,-0.000989,0.004951,0.000438,-0.010943,-0.006307,0.00167,-0.012895,0.002252,-0.030112,0.003591,-0.023548,0.021988,-0.015153,0.007635,0.014454,0.005515,0.009713,0.002943,-0.003498,0.003284,0.00553,0.000786,-0.011889,0.003292
YUM CHINA HOLDINGS INC,0.012737,-0.03796,-0.028524,-0.008808,-0.013824,-0.001001,0.000251,0.01002,-0.014137,0.010315,-0.003237,0.001249,0.031188,-0.021776,0.027208,0.001445,-0.002645,0.005545,0.013666,0.003548,0.000236,0.012017,-0.019558,-0.028022,-0.012949,-0.030693,-0.019663,-0.007294,-0.016531,-0.036019,-0.033213,0.020899,-0.011498,-0.022695,0.043832,0.031424,-0.039094,-0.003928,0.017465,-0.027686,-0.015091,0.025441,-0.006484,0.01958,0.042026,0.078793,-0.018321,0.016646,0.019598,-0.03382,0.016872,0.011639,0.011995,-0.007983,0.014387,0.003846,0.009579,-0.003795,0.012381,0.028928,-0.019657
AVERY DENNISON CORP,0.003548,0.001691,-0.007672,-0.000311,0.004349,-0.011753,0.005373,-0.009391,0.028964,0.012674,-0.005881,0.005916,0.00769,0.003093,0.007956,-0.005427,0.001488,0.00421,0.000148,-0.003057,-0.012317,-0.014724,-0.005337,0.002095,-0.00357,5.1e-05,0.00348,0.003264,0.002033,-0.004769,0.000969,0.010796,0.01063,0.007378,-0.005196,-0.012784,0.009826,0.002944,-0.005423,0.006653,-0.008895,5e-05,-0.003008,-0.014684,0.012759,0.023332,-0.000492,0.008868,0.009962,-0.014313,0.01246,0.011047,0.000767,0.004214,0.005817,0.026028,-0.007994,-0.00177,-0.00098,0.00028,0.011067
BEST BUY COMPANY INC,0.034959,0.017298,-0.009238,0.01473,-0.007058,-0.007645,0.014461,-0.012544,-0.011474,0.070886,-0.002323,0.0,0.001552,-0.023631,0.002777,0.004221,0.022853,0.000899,0.006543,-0.002294,-0.01303,-0.023686,-0.001723,0.007039,-0.003824,-0.00503,0.008116,-0.014782,-0.010583,-0.027078,-0.01002,-0.002811,0.000846,0.03507,-0.005715,0.003558,0.025638,-0.005185,-0.019781,-0.000273,-0.01132,0.037936,0.005981,-0.019554,0.008489,0.008552,0.000132,0.001457,0.004233,-0.039779,0.02332,0.00067,-0.012056,-0.006509,0.011601,0.014706,0.014227,0.002229,0.03414,0.007842,0.01506
CENTERPOINT ENERGY INC,0.018394,0.002084,-0.010052,0.007703,-0.000695,0.000348,0.009732,-0.001377,0.04102,-0.016556,-0.028283,-0.001733,0.005554,-0.023127,0.0,0.002827,0.004228,-0.004211,0.006343,0.00035,0.015401,0.004136,-0.001716,0.005502,0.005814,-0.00612,0.000684,-0.030769,0.00776,-0.0014,-0.016824,-0.009982,0.0,-0.010803,0.001092,-0.013091,0.014002,0.001817,0.012332,0.00215,-0.001073,0.015748,-0.015152,-0.015027,0.002906,-0.001449,-0.005078,0.003646,0.007991,-0.011171,0.004009,0.019013,0.000359,-0.003228,0.017632,-0.014498,0.001435,-0.021856,0.012821,-0.006148,0.000728
LEIDOS HOLDINGS INC,0.015095,0.021663,-0.01168,-0.002727,-0.009298,-0.001748,-0.001659,0.006463,0.010733,-0.010074,-0.010489,0.003161,-0.001668,-0.01699,0.006706,0.009757,0.002509,-0.000741,0.001113,0.002779,-0.002217,-0.003148,0.001486,0.008533,0.013151,0.000454,-0.004627,-0.008112,0.01259,-0.013159,-0.002115,0.011243,0.001367,0.01265,-0.006291,-0.003708,0.005174,0.007405,-0.000359,0.000897,-0.010214,0.00344,0.000722,-0.001803,0.012914,0.008203,0.00168,0.002295,0.009072,0.058659,0.001814,0.005679,0.013422,-0.002665,0.003644,0.006454,0.010501,-0.002935,0.007081,-0.000158,0.010272
HOLOGIC INC,-0.002104,-0.008011,-0.018702,-0.002166,0.001592,-0.01228,0.004534,0.01922,0.014714,0.000845,-0.001547,0.000423,0.001972,-0.011666,0.010666,-0.000422,0.000985,-0.002391,0.004511,0.002666,0.014136,-0.001242,0.006909,0.001098,-0.022207,0.011075,-0.004021,0.008353,0.004418,0.001924,0.002195,0.006845,-0.000408,0.007073,0.009049,-0.008299,0.000675,0.003642,0.00766,-0.000667,-0.006539,-0.000403,-0.026475,-0.005522,0.029567,-0.004314,-0.005687,0.000136,0.008442,-0.010667,-0.001638,0.008886,-0.000136,0.010706,0.016626,0.000791,0.003558,-0.017597,0.007352,-0.016454,-0.004317
MCCORMICK & CO INC,0.017893,0.012123,-0.002096,0.016204,0.0,-0.009449,0.011328,-0.002506,0.031176,-0.021636,-0.020504,0.01241,0.007384,-0.018619,0.013893,0.0,0.004273,0.000734,0.006451,0.002785,0.01637,-0.008341,-0.013196,-0.011903,-0.000297,0.006099,-0.020109,-0.008299,0.009586,-0.017634,-0.002455,-0.001538,0.001694,-0.006459,0.033896,-0.01527,0.04287,0.006997,-0.007238,0.010061,-0.016024,0.007776,-0.014704,-0.027039,0.018223,-0.021327,0.003048,-0.017776,0.021964,-0.010898,-0.005509,0.008617,0.009153,0.028874,-0.007787,0.00385,0.004278,-0.002938,-0.000589,-0.001621,0.016684
ENPHASE ENERGY INC,0.054445,0.022062,0.010379,-0.029364,0.003746,-0.038817,0.005242,-0.036021,0.078041,0.117182,0.030777,0.000888,0.091026,-0.054094,0.045781,0.000971,0.025002,-0.012451,-0.006193,-0.01966,-0.006811,-0.065605,-0.037185,-0.022698,0.005286,0.009138,0.0041,-0.02765,-0.035611,-0.013337,-0.029425,0.010516,-0.028783,0.034366,0.038731,-0.029021,-0.011474,-0.013667,0.036063,-0.025831,-0.020875,0.012581,-0.034901,-0.038915,0.02771,0.169137,-0.005361,0.047827,0.052503,-0.041427,0.065231,0.036241,-0.03314,-0.03276,-0.010271,-0.02218,-0.042531,0.013961,0.010598,-0.016597,0.066415
EXPEDITORS INTERNATIONAL WA INC,-0.002077,0.014323,-0.006321,-0.00347,-0.004311,0.002248,8.3e-05,0.001163,0.014686,0.010058,0.007529,0.016633,-0.000237,-0.00838,0.009886,0.017684,-0.004654,-0.003351,-0.002346,-0.002979,-0.000943,0.001574,-0.000236,0.00998,-0.017507,-0.027085,0.018152,0.002718,0.009887,0.004184,-0.004953,0.016435,-0.009406,0.009731,-0.001321,-0.010272,0.022016,-0.000385,-0.013392,0.00234,-0.016811,-0.020898,0.005174,0.00193,0.01156,0.012697,-0.00337,0.001415,-0.00636,-0.010194,0.003832,0.001432,-0.013977,-0.069185,0.020161,0.025445,-0.006203,-0.007074,-0.004778,0.000337,0.006988
OKTA INC,0.098136,-0.015347,0.002621,0.017747,-0.026764,0.000139,0.021178,0.046984,0.021431,0.030773,0.02603,0.014188,0.027623,-0.016267,0.044213,0.003594,0.02641,-0.012211,0.008057,-0.008759,-0.038993,-0.035977,-0.005962,-0.010915,0.016978,0.00155,-0.000476,-0.002025,0.000119,-0.013486,-0.009799,-0.007697,0.000739,0.040231,0.019633,-0.01334,-0.006466,0.003076,0.028194,-0.020422,-0.031975,0.027223,-0.024971,-0.007731,-0.003409,0.020767,0.013404,0.037435,-0.021855,-0.029443,0.05036,0.021005,-0.006485,-0.058519,-0.029644,0.013797,0.011422,0.037002,0.006835,0.004487,0.229095
TEXTRON INC,0.015914,-0.007833,-0.011518,0.003273,-0.004959,-0.004197,0.015936,0.003759,0.017435,0.010917,-0.003517,0.003277,0.005151,-0.009124,0.009965,0.004496,0.00373,-0.000248,0.000496,-0.004087,0.000124,-0.023996,0.001911,-0.000636,0.00229,-0.006855,-0.000639,-0.001407,0.01665,-0.023054,-0.006061,0.016347,0.005744,0.006219,0.000631,0.078407,0.00713,-0.015436,0.011081,0.002682,-0.015,0.012986,0.002214,-0.008488,0.009617,0.018818,-0.001368,-0.004453,0.003096,-0.016806,0.003721,-0.001274,-0.006032,-0.012954,0.007567,0.001877,0.00691,0.01326,0.006429,-0.000798,0.016781
REGIONS FINANCIAL CORP NEW,0.053357,0.003984,-0.036281,0.005882,0.022807,0.011015,0.00172,-0.012021,0.048667,0.082873,-0.003571,-0.020481,0.012023,-0.020145,0.008962,0.006792,0.015568,-0.001533,0.000512,-0.008696,0.006192,-0.035898,0.009043,0.02214,0.006189,-0.01999,-0.01046,-0.018499,-0.015617,-0.018053,-0.000557,0.000557,0.037326,0.024168,-0.005244,0.01476,-0.006234,0.001046,0.013055,0.004124,-0.041581,-0.024103,0.004391,-0.018579,-0.005568,-0.00112,0.002803,0.006149,0.025556,-0.030878,0.022359,0.014215,-0.003774,-0.003247,-0.004886,-0.005456,0.002743,-0.002735,0.019199,-0.000538,0.016155
ATMOS ENERGY CORP,0.000351,0.009398,-0.00905,0.007464,-0.001743,-0.009343,-0.001234,0.003353,0.027705,-0.012495,-0.00494,-0.004703,0.007613,-0.017282,0.005214,0.010198,0.007832,0.00095,0.00138,-0.001551,0.008887,0.009322,-0.003559,0.003231,0.007374,-0.004123,-0.002704,-0.02245,0.003467,-0.014768,-0.011746,-0.00275,0.005781,0.000531,-0.003889,-0.01606,0.027324,-0.001931,0.004925,0.002188,-0.004978,0.016237,-0.017445,-0.017491,0.000268,0.001073,0.008934,0.001594,0.007868,-0.019737,0.011007,0.011418,-0.0028,-0.002282,0.008796,-0.00436,-0.005473,-0.01011,0.008153,-0.000622,0.004001
SIRIUS X M HOLDINGS INC,0.042735,-0.065574,-0.010965,-0.004435,0.048998,-0.014862,0.081897,0.055777,0.024528,0.047882,-0.050967,-0.031482,0.042065,-0.040367,0.047801,-0.001825,0.005485,-0.003636,0.009124,-0.01085,0.003656,-0.009107,-0.001838,0.005525,0.003663,-0.014599,-0.005556,-0.024209,-0.005725,-0.007678,0.017408,0.019011,0.011194,0.0,0.00369,-0.003676,-0.009225,-0.005587,-0.011236,-0.032197,-0.003914,0.027505,-0.011472,-0.005803,-0.005837,-0.007828,-0.010533,-0.018036,0.026531,-0.05169,0.008386,-0.002079,0.0,-0.014583,-0.010571,0.010684,0.006343,-0.006303,-0.008457,-0.055437,-0.002257
C M S ENERGY CORP,0.028894,-0.001199,-0.017144,0.008721,0.001902,0.003624,-0.001204,-0.001894,0.033466,-0.015857,-0.016621,0.00207,-0.001033,-0.016196,-0.003327,0.005623,0.004718,-0.000696,0.009398,0.001207,0.019632,0.001351,0.001518,-0.000674,0.003876,-0.003357,0.00219,-0.030588,0.007282,-0.000516,-0.015326,-0.014691,0.001775,0.002658,0.003888,-0.021123,0.015285,-0.00124,0.013123,0.002626,-0.002095,0.029391,-0.018185,-0.020599,-0.001944,-0.001063,-0.002482,0.005776,0.015514,-0.014223,0.004988,0.014179,0.000874,-0.004191,0.012274,-0.01022,0.009801,-0.019064,0.012898,-0.005407,0.006138
MASCO CORP,0.02659,0.004504,-0.002562,0.018465,-0.000631,0.009623,-0.000313,0.005627,0.030619,0.045393,-0.00981,-0.010053,0.002208,-0.015565,0.005072,-0.002375,0.000744,0.000149,-0.001635,-0.002829,-0.006121,-0.03455,-0.000622,0.012455,0.027372,0.006137,0.014281,-0.00088,-0.012331,0.002675,-0.002372,0.013373,-0.002053,0.014399,-0.029114,-0.023273,0.026119,0.001042,0.016952,0.001755,-0.017808,0.027196,-0.00651,-0.009902,0.011619,0.024135,0.040886,-0.009684,0.008814,-0.010648,0.013799,0.000136,-0.004355,0.011072,-0.001217,0.010056,0.008207,0.004937,0.017528,0.000913,0.000782
SKYWORKS SOLUTIONS INC,0.012999,0.007638,0.001011,0.012722,0.019741,0.014666,0.02804,-0.000187,0.021562,0.040745,-0.00723,-0.011724,0.003056,-0.018278,0.02382,0.005883,0.0148,-0.000873,-0.004283,-0.013167,-0.029443,-0.035744,-0.018915,0.000484,0.027113,-0.014047,-0.002391,-0.011885,-0.005917,-0.001756,-0.020332,0.035023,0.022269,0.024048,0.011051,-0.018126,-0.007143,-0.022797,0.014915,-0.017146,0.001246,-0.01436,-0.017483,-0.003658,0.022423,0.006405,0.008485,0.004398,0.010186,-0.02582,0.023699,-0.002457,-0.010799,0.001639,-0.003849,0.013621,-0.010293,-0.001155,0.004242,-0.022559,0.030446
AKAMAI TECHNOLOGIES INC,0.004328,-0.00112,-0.002416,-0.009946,0.004019,-0.004524,0.00271,0.005317,0.018816,0.007064,0.006845,0.006715,0.002001,-0.006823,0.001089,0.001088,-0.00117,-0.004017,0.000168,-0.005629,-0.012421,-0.004877,-0.014444,-0.002617,0.014519,-0.0025,0.003284,0.010338,0.006992,0.003133,-0.006415,0.013763,0.008548,0.012796,0.010994,0.004301,-0.000808,-0.004852,0.011945,0.001044,-0.011471,0.006573,0.002983,0.001608,-0.001043,0.008756,0.009636,0.012147,-0.001325,-0.02419,-0.081967,-0.028136,-0.021332,-0.007601,-0.011074,-0.00196,0.011407,-0.000924,-0.002868,0.003526,0.025707
SYNCHRONY FINANCIAL,0.045427,0.004138,0.000294,0.009417,0.017493,0.011175,0.004534,0.004231,0.034551,0.024708,-0.016428,0.011584,0.018109,-0.023542,0.019287,-0.002891,0.008698,0.00209,0.000522,-0.004691,-0.006023,-0.013435,-0.000267,0.036859,0.009789,-0.017857,-0.014546,0.000791,-0.032657,0.006262,-0.013258,-0.019194,0.03187,0.0233,-0.008737,0.014156,0.012905,0.028081,-0.008093,0.012239,-0.020907,-0.006689,0.015281,-0.004878,0.000774,-0.006703,0.009084,-0.003858,0.020656,-0.022262,0.017594,0.013221,-0.007277,0.023256,-0.020257,0.001009,0.010579,-0.004985,0.027305,-0.003414,0.010521
LENNOX INTERNATIONAL INC,0.028599,0.004136,-0.015666,0.012529,9.6e-05,0.004682,0.020042,0.008064,-0.01815,0.045707,-0.005765,-0.008177,0.006645,-0.010821,0.017544,0.000631,0.005113,0.006118,-0.001091,0.000313,-0.014323,-0.025322,0.001558,-4.6e-05,0.010869,0.018311,0.001873,-0.005269,-0.024902,0.007336,-0.001752,0.018401,0.006688,0.023849,-0.027054,-0.021816,0.015693,0.010854,-0.016162,0.024435,-0.043752,-0.008291,-0.010904,0.006477,0.006104,0.029345,0.024191,0.019583,-0.015357,-0.038924,0.033172,0.009755,-0.006404,0.001004,-0.000401,0.017942,0.005605,0.008731,0.012389,0.005671,-0.001039
NORTHERN TRUST CORP,0.012997,0.006104,-0.000124,-0.001114,-0.000744,0.006637,0.005473,-0.004578,0.029704,0.037176,-0.005586,0.001638,0.003155,-0.032262,0.008545,0.000477,0.00489,0.003798,0.004612,-0.006827,0.005807,-0.026983,-0.002664,0.013477,0.008506,0.001782,-0.002134,-0.008437,0.004434,-0.006443,-0.003963,-0.024476,0.002843,0.003328,-0.001965,-0.004554,0.011251,-0.002323,-0.003676,-0.005412,-0.015088,-0.004269,0.013619,-0.020403,-0.006858,0.011765,-0.008215,0.01491,0.021472,-0.047695,0.020266,0.022267,-0.01052,-0.004253,0.003517,0.001127,0.018755,-0.003437,0.007143,-0.004157,0.008472
AVANTOR INC,0.009443,0.002806,-0.034049,0.00676,0.001918,0.004308,0.009056,0.004251,0.034337,0.019554,0.026316,-0.019557,0.02305,-0.015598,0.007482,0.002184,0.006103,-0.0026,0.002606,-0.010832,-0.003504,-0.032967,-0.005455,-0.004113,-0.005966,0.018467,0.019039,-0.003559,-0.017411,-0.007724,-0.02152,0.009827,0.0,0.018999,0.005002,-0.001358,-0.00589,0.032817,0.017652,0.015612,-0.01836,0.024793,-0.005942,0.013237,-0.003371,0.001269,-0.016047,-0.003863,-0.028005,-0.018617,0.102078,-0.014344,-0.012058,0.012205,0.014969,0.007374,-0.00976,0.004517,-0.002044,0.007784,0.001626
CARLISLE COMPANIES,0.020684,0.018099,-0.011051,0.008016,0.012531,0.003332,0.001559,-0.00071,0.00799,0.038225,0.017212,0.001145,-0.005369,-0.011594,0.003942,0.004474,0.006826,-0.000891,0.000127,-0.004842,-0.007778,-0.027194,0.000298,0.015216,0.01071,-0.00588,-0.005622,0.000261,-0.012939,-0.004038,0.028982,0.001647,-0.004418,0.00136,-0.016949,-0.005692,0.02654,-0.003739,0.016017,0.020319,-0.019102,0.01521,0.006112,-0.020094,0.00976,0.076509,0.002428,0.009833,0.012713,-0.019343,0.010735,-0.003713,-0.009731,0.014623,0.001499,0.0156,0.009664,-0.016785,-0.008821,0.007143,0.000915
LOEWS CORP,-0.003983,0.010141,-0.005373,-0.012226,-0.009499,0.000291,0.012783,0.003156,0.005576,-0.023319,-0.010045,0.007353,0.005839,-0.011466,0.00602,0.004086,0.002762,0.002754,0.004192,0.001727,0.012502,-0.002697,0.006119,0.006931,0.000983,-0.003789,-0.000282,0.000423,0.001127,0.000281,-0.00225,0.007753,0.009931,0.011773,-0.004107,0.004673,-0.001505,-0.002741,0.006733,0.006961,-0.01247,-0.007686,0.010235,-0.003423,0.000275,-0.00206,-0.008808,0.010136,0.004811,-0.001094,0.006847,0.023123,-0.011699,-0.005481,0.006092,0.007939,0.003738,-0.008645,0.006037,0.000933,0.000933
PURE STORAGE INC,-0.004803,-0.007843,-0.009121,-0.023934,0.022006,0.020301,0.001507,0.01776,0.013901,0.05776,0.009101,0.024597,-0.020806,-0.024516,0.006981,-0.004992,-0.009476,0.000844,0.013213,-0.010544,-0.023556,0.048823,0.007667,-0.024728,0.043188,-0.004274,-0.016899,0.009277,-0.010273,-0.013384,0.023533,0.053016,0.050604,0.006846,-0.01117,0.029961,-0.015737,-0.014777,0.019671,-0.007716,-0.02819,0.016504,0.03936,-0.008521,-0.005013,0.020633,0.037612,0.01382,-0.005363,-0.04044,-0.006556,0.023097,-0.010597,-0.050058,-0.03848,0.049962,-0.015052,0.022923,-0.000482,0.015429,0.25
CELANESE CORP DEL,0.017164,0.002552,-0.009901,0.006643,0.005535,-0.00254,0.007287,-0.007234,0.026176,0.047018,0.000856,-0.010263,0.010237,-0.005264,0.020836,0.007192,0.013896,0.005711,-0.007382,-0.012458,-0.004184,-0.028956,-0.003261,0.002538,-0.006461,-0.010459,0.009417,-0.010806,-6.8e-05,-0.019068,-0.012106,0.019396,-0.003091,0.001034,0.00709,-0.020573,0.014445,0.005297,0.009511,0.019386,-0.027263,0.011006,-0.006288,-0.016806,0.023322,0.007709,-0.000738,0.000134,0.018399,-0.040551,0.018143,0.026662,-0.002235,-0.011188,0.006762,-0.005586,-0.00107,0.005021,-0.003597,-0.001136,0.017066
FIRST SOLAR INC,0.015908,-0.004679,-0.026012,-0.064998,-0.00764,0.008323,0.005021,-0.042502,0.047606,0.079763,0.065845,-0.016185,0.040497,-0.046681,0.03305,0.002058,0.009097,0.002908,0.004523,-0.005427,-0.000697,-0.027533,-0.00663,0.003367,-0.004435,0.004695,-0.02744,-0.012567,0.000936,-0.070681,-0.012341,0.00129,-0.010376,0.027344,0.01034,-0.0171,0.002418,-0.009381,0.009944,-0.001808,-0.018318,0.010868,-0.041044,-0.014243,0.009371,0.030827,-0.015743,0.058183,0.037756,-0.031039,0.038729,0.009732,-0.017555,-0.02373,-0.021011,-0.035326,-0.012713,0.011827,0.002836,0.029381,0.031089
E Q T CORP,0.007007,-0.031561,-0.015653,-0.038843,0.003255,0.003785,-0.006464,-0.023855,0.034713,0.041868,-0.009789,0.012227,-0.001799,-0.021627,0.026842,-0.000769,0.005642,-0.000765,-0.004084,-0.009226,0.006725,-0.004882,-0.013685,0.013351,-0.012917,-0.003664,-0.009456,-0.017502,0.020783,-0.04019,-0.009366,-0.020857,0.003408,0.001415,-0.003392,0.011344,0.011217,-0.004992,-0.001672,0.009213,-0.020747,-0.009605,-0.00057,-0.024543,0.001463,0.0,0.015191,-0.012086,0.017477,-0.023762,-0.033431,0.04642,0.010655,-0.027954,0.10584,0.000536,-0.008307,-0.007295,-0.005988,0.001643,0.015582
BIOMARIN PHARMACEUTICAL INC,0.014712,0.021424,-0.008369,0.005875,0.008284,-0.021066,0.006025,0.025669,0.027216,-0.009035,-0.004712,-0.009366,0.003013,-0.040191,0.02698,0.011034,0.002598,0.014721,-0.007662,-0.00731,0.016905,-0.013973,0.010861,-0.012893,0.026226,-0.02899,-0.002497,0.001147,-0.027813,0.001393,-0.000321,-0.009633,-0.003026,0.019404,-0.010634,-0.007846,-0.011483,-0.004164,0.010014,-0.023535,-0.017184,0.007493,-0.007099,-0.004426,0.023712,-0.001559,-0.016841,0.003517,-0.003165,-0.023248,-0.001393,0.026625,0.005323,-0.001126,-0.001466,0.016151,0.014116,-0.012495,0.006437,-0.025143,-0.023982
